,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day
87,87,2021-10-18 17:00:33+00:00,2021-10-18 17:26:33+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,18
88,88,2021-10-18 16:52:09+00:00,2021-10-18 17:49:58+00:00,406091,SHT6F,EGLL,EGPF,G-EUYE,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3912,,L2J,,SPEEDBIRD,BAW,,British Airways,,2009-06-05,,,2009-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,18
89,89,2021-10-18 17:01:30+00:00,2021-10-18 17:55:21+00:00,406b91,EZY108M,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18
90,90,2021-10-18 16:32:20+00:00,2021-10-18 18:04:58+00:00,3cbded,QGA014A,EDDH,EGPF,D-BOOM,BOMBARDIER,,BD-100-1A10 Challenger 300 ,CL30,,,L2J,Windrose Air,QUADRIGA,QGA,7W,Windrose Air Jetcharter,,,,,,,,,False,False,False,,,18
91,91,2021-10-18 17:39:36+00:00,2021-10-18 18:10:43+00:00,401199,PYN03,EGAD,EGPF,G-BVMA,RAYTHEON,Beech Aircraft Corporation,BEECH 200 Super Kingair,BE20,BB-797,,L2T,,,,,Dragonfly Aviation Services Ltd,,2012-11-20,,,1981-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-61&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,18
92,92,2021-10-18 17:57:25+00:00,2021-10-18 18:23:47+00:00,406015,EZY623V,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18
93,93,2021-10-18 17:41:07+00:00,2021-10-18 18:37:13+00:00,407844,SHT6J,EGLL,EGPF,G-NEOZ,AIRBUS,Airbus Sas,Airbus A321-251NX,A21N,9123,0,L2J,British Airways Plc,SPEEDBIRD,BAW,BA,British Airways Plc,,2020-03-17,,,,,,CFMI LEAP-1A32,False,False,False,,,18
94,94,2021-10-18 17:42:00+00:00,2021-10-18 18:40:28+00:00,4079d1,CFE9V,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
95,95,2021-10-18 18:14:26+00:00,2021-10-18 18:43:43+00:00,407aae,NJU715L,EGPD,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
96,96,2021-10-18 18:18:37+00:00,2021-10-18 18:46:52+00:00,406231,CFE7331,EGAC,EGPF,G-LCYL,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000346,,L2J,,FLYER,CFE,,Ba Cityflyer,,2010-04-29,,,2010-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,18
97,97,2021-10-18 18:03:37+00:00,2021-10-18 19:00:29+00:00,407568,EZY647T,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
98,98,2021-10-18 19:50:31+00:00,2021-10-18 20:24:58+00:00,4ca2c1,RYR5776,EIDW,EGPF,EI-DLD,BOEING,The Boeing Company,BOEING 737-8AS,B738,33825,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2006-01-13,,,2005-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,18
99,99,2021-10-18 19:44:13+00:00,2021-10-18 20:41:09+00:00,400d5b,SHT6M,EGLL,EGPF,G-DBCH,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2697,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-06-11,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,18
100,100,2021-10-18 16:57:42+00:00,2021-10-18 20:43:07+00:00,40766d,EXS8DF,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
101,101,2021-10-18 16:08:26+00:00,2021-10-18 20:55:11+00:00,4070ec,EXS82WQ,LGRP,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
102,102,2021-10-18 19:52:21+00:00,2021-10-18 21:07:10+00:00,484b31,KLM49J,EHAM,EGPF,PH-EZD,EMBRAER,Embraer,EMB-190 STD,E190,19000279,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,18
103,103,2021-10-18 20:45:08+00:00,2021-10-18 21:30:32+00:00,406b91,EZY727A,EGBB,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18
104,104,2021-10-18 22:11:35+00:00,2021-10-18 22:36:52+00:00,407575,EZY704P,EGAA,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,18
105,105,2021-10-18 21:32:41+00:00,2021-10-18 22:57:28+00:00,407c16,MDI21,EGBB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18
106,106,2021-10-18 20:13:41+00:00,2021-10-18 23:10:17+00:00,4010e9,EZY68AB,LEMG,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,18
107,107,2021-10-18 20:32:42+00:00,2021-10-19 01:08:25+00:00,40702e,EXS15LP,,EGPF,G-JZHH,BOEING,Boeing Company,BOEING 737-85P,B738,28536,,L2J,,CHANNEX,EXS,,Jet2,,2016-05-20,,,2000-01-01,,,2 x CFM CFM56-7B26<br>,False,False,False,,No ADS-B Emitter Category Information,19
108,108,2021-10-19 06:10:13+00:00,2021-10-19 06:46:28+00:00,4ca567,RYR5774,EIDW,EGPF,EI-DWB,BOEING,The Boeing Company,BOEING 737-8AS,B738,36075,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2007-09-18,,,2007-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,19
109,109,2021-10-19 05:57:42+00:00,2021-10-19 06:54:16+00:00,40799c,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
110,110,2021-10-19 06:10:32+00:00,2021-10-19 07:03:46+00:00,406c72,EZY596J,EGGD,EGPF,G-EZWZ,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6353,,L2J,,EASY,EZY,,Easyjet Airline,,2014-11-21,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
111,111,2021-10-19 06:46:41+00:00,2021-10-19 07:12:29+00:00,4010e9,EZY652A,EGAA,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,19
112,112,2021-10-19 05:22:40+00:00,2021-10-19 07:35:58+00:00,406d21,R151,EGPE,EGPF,G-MCGM,LEONARDO,Agustawestland Spa,AGUSTA AW189,A189,89001,,H2T,Bristow Helicopters,BRISTOW,BHL,,Bristow Helicopters Ltd,,2015-01-19,,,2015-01-01,,,2 x GENERAL ELECTRIC CO CT7-2E1<br>,False,False,False,,Rotorcraft,19
113,113,2021-10-19 06:59:39+00:00,2021-10-19 07:37:56+00:00,4ca294,EIN2EV,EIDW,EGPF,EI-DEN,AIRBUS,Airbus Industrie,A320-214,A320,2432,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2005-05-13,,,2005-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,19
114,114,2021-10-19 07:14:03+00:00,2021-10-19 08:07:29+00:00,405aff,CLF822,EGGD,EGPF,G-TWOP,CESSNA,Cessna Aircraft Company,CESSNA 525A Citationjet Cj2,C25A,525A-0397,,L2J,,,,,Centreline Air Charter Ltd,,2017-03-13,,,2008-01-01,,,2 x WILLIAMS INTERNATIONAL FJ44-3A-24<br>,False,False,False,,No ADS-B Emitter Category Information,19
115,115,2021-10-19 07:53:51+00:00,2021-10-19 08:46:29+00:00,406b91,EZY378A,EGGW,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
116,116,2021-10-19 08:01:46+00:00,2021-10-19 08:54:10+00:00,406250,SHT6G,EGLL,EGPF,G-EUYI,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,4306,BA454,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2010-06-03,,,2010-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
117,117,2021-10-19 07:47:40+00:00,2021-10-19 08:57:56+00:00,484162,KLM1473,EHAM,EGPF,PH-BXI,BOEING,Boeing,737NG 8K2/W,B738,30358,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,19
118,118,2021-10-19 08:46:00+00:00,2021-10-19 09:09:04+00:00,40658a,CFE7327,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,19
119,119,2021-10-19 08:22:28+00:00,2021-10-19 09:19:57+00:00,407797,EZY787P,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
120,120,2021-10-19 09:33:09+00:00,2021-10-19 09:54:18+00:00,4012d2,GBVVK,,EGPF,G-BVVK,VIKING (2),De Havilland Canada,DHC-6 SERIES 310 Twin Otter,DHC6,666,,L2T,Flybe,JERSEY,BEE,BE,Flybe,,1997-04-07,,,1980-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-27&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282B+0 )<br>,False,False,False,,,19
121,121,2021-10-19 06:42:02+00:00,2021-10-19 09:58:04+00:00,3cce03,DCFHZ,LHBP,EGPF,D-CFHZ,EMBRAER,Embraer,Phenom 300,E55P,50500415,,L2J,,,,,Das Private Jets Gmbh,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),19
122,122,2021-10-19 09:34:16+00:00,2021-10-19 10:03:27+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,19
123,123,2021-10-19 09:31:26+00:00,2021-10-19 10:33:29+00:00,400d5b,BAW2512,EGKK,EGPF,G-DBCH,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2697,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-06-11,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
124,124,2021-10-19 09:32:47+00:00,2021-10-19 10:39:16+00:00,400960,SHT6L,EGLL,EGPF,G-TTOE,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1754,,L2J,,SPEEDBIRD,BAW,,British Airways,,2009-05-07,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
125,125,2021-10-19 10:07:15+00:00,2021-10-19 10:48:27+00:00,400dc3,GMA01,,EGPF,G-SASD,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-151,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2006-01-04,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,19
126,126,2021-10-19 10:14:22+00:00,2021-10-19 11:00:57+00:00,4010e9,EZY384Q,EGBB,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,19
127,127,2021-10-19 11:00:44+00:00,2021-10-19 11:27:28+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,19
128,128,2021-10-19 04:24:44+00:00,2021-10-19 11:56:59+00:00,89610e,UAE27,OMDB,EGPF,A6-ECG,BOEING,Boeing,Boeing 777-31H(ER),B77W,35579,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,19
129,129,2021-10-19 12:06:07+00:00,2021-10-19 13:01:29+00:00,4076e3,SHT6R,EGLL,EGPF,G-NEOU,AIRBUS,Airbus Industrie,A321-251NX,A21N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2019-05-10,,,,,,,False,False,False,,,19
130,130,2021-10-19 12:01:04+00:00,2021-10-19 13:07:54+00:00,406b91,EZY804J,EGJJ,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
131,131,2021-10-19 12:18:04+00:00,2021-10-19 13:10:24+00:00,407797,EZY624B,EGSS,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
132,132,2021-10-19 12:18:40+00:00,2021-10-19 14:03:46+00:00,3c6448,DLH974,EDDF,EGPF,D-AIBH,AIRBUS,Airbus,A319 112,A319,5239,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,19
133,133,2021-10-19 13:46:39+00:00,2021-10-19 14:11:21+00:00,4010e9,EZY704P,EGAA,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,19
134,134,2021-10-19 14:09:44+00:00,2021-10-19 14:39:18+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,19
135,135,2021-10-19 12:20:51+00:00,2021-10-19 15:04:15+00:00,407575,EZY39XD,LEAL,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,19
136,136,2021-10-19 13:36:43+00:00,2021-10-19 15:07:37+00:00,4073e0,GMA631,EGHH,EGPF,G-GMAE,RAYTHEON,Beech Aircraft Corporation,BEECH B200 Super Kingair,BE20,BB-1957,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2017-07-21,,,2006-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,19
137,137,2021-10-19 13:51:32+00:00,2021-10-19 15:10:59+00:00,4852f4,KLM55C,EHAM,EGPF,PH-EXG,EMBRAER,Embraer,ERJ-175STD,E75L,17000546,,L2J,Klm Cityhopper,KLM,KLC,WA,Klm,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),19
138,138,2021-10-19 15:23:12+00:00,2021-10-19 15:40:01+00:00,400dc3,GMA01B,,EGPF,G-SASD,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-151,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2006-01-04,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,19
139,139,2021-10-19 15:28:06+00:00,2021-10-19 15:43:51+00:00,4859c1,PHWTC,EGPH,EGPF,PH-WTC,DASSAULT,,Falcon 2000S,F2TH,,,L2J,Cartier Europe Bv,,,,,,,,,,,,,False,False,False,,,19
140,140,2021-10-19 13:06:38+00:00,2021-10-19 15:50:44+00:00,4ca815,RYR65QW,LEAL,EGPF,EI-EKW,BOEING,The Boeing Company,BOEING 737-8AS,B738,38506,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2010-03-23,,,2010-01-01,,,2x CFM CFM56-7B,False,False,False,,,19
141,141,2021-10-19 15:06:38+00:00,2021-10-19 16:06:20+00:00,406015,EZY689J,EGKK,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
142,142,2021-10-19 15:19:00+00:00,2021-10-19 16:10:59+00:00,406753,EZY865U,EGGD,EGPF,G-EZWB,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5224,U21948,L2J,Easyjet,EASY,EZY,U2,Easyjet Airline,,2012-08-07,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
143,143,2021-10-19 15:51:42+00:00,2021-10-19 16:43:50+00:00,405ee1,SHT6F,EGLL,EGPF,G-EUYD,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3726,,L2J,,SPEEDBIRD,BAW,,British Airways,,2008-12-16,,,2008-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
144,144,2021-10-19 16:04:13+00:00,2021-10-19 16:59:22+00:00,4079d0,CFE8724,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
145,145,2021-10-19 16:48:33+00:00,2021-10-19 17:13:15+00:00,406b91,EZY987C,EGAA,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
146,146,2021-10-19 17:11:42+00:00,2021-10-19 17:21:59+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
147,147,2021-10-19 17:05:24+00:00,2021-10-19 17:31:24+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,19
148,148,2021-10-19 17:27:32+00:00,2021-10-19 18:22:00+00:00,407040,CFE9V,EGLC,EGPF,G-LCYX,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000178,,L2J,,FLYER,CFE,,Ba Cityflyer,,2016-07-12,,,2008-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,19
149,149,2021-10-19 17:45:13+00:00,2021-10-19 18:40:27+00:00,4008e6,SHT6J,EGLL,EGPF,G-MIDS,AIRBUS,Airbus Industrie,AIRBUS A320-232,A320,1424,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-09-17,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
150,150,2021-10-19 18:19:42+00:00,2021-10-19 18:44:47+00:00,40658a,CFE7331,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,19
151,151,2021-10-19 17:57:30+00:00,2021-10-19 18:52:29+00:00,405b64,EZY674T,EGGW,EGPF,G-EZDK,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3555,,L2J,,EASY,EZY,,Easyjet Airline,,2008-06-11,,,2008-01-01,,,2 x CFM CFM56-5B5/3<br>,False,False,False,,,19
152,152,2021-10-19 19:42:00+00:00,2021-10-19 20:16:26+00:00,4cafd2,RYR5776,EIDW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
153,153,2021-10-19 19:27:36+00:00,2021-10-19 20:22:45+00:00,400d5a,SHT6M,EGLL,EGPF,G-DBCG,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2694,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-07-25,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,19
154,154,2021-10-19 17:10:13+00:00,2021-10-19 20:39:51+00:00,40717c,EXS8DF,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
155,155,2021-10-19 19:59:45+00:00,2021-10-19 20:43:50+00:00,406b91,EZY727A,EGBB,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,19
156,156,2021-10-19 19:54:00+00:00,2021-10-19 20:47:57+00:00,407575,EZY507W,EGSS,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,19
157,157,2021-10-19 17:24:46+00:00,2021-10-19 20:50:59+00:00,407177,EXS144,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),19
158,158,2021-10-19 19:54:18+00:00,2021-10-19 21:08:54+00:00,484b32,KLM49J,EHAM,EGPF,PH-EZE,EMBRAER,Embraer,EMB-190 STD,E190,19000288,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,19
159,159,2021-10-19 17:24:00+00:00,2021-10-19 22:01:04+00:00,40766d,EXS82P,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19
160,160,2021-10-19 20:11:42+00:00,2021-10-20 00:42:16+00:00,407567,EZY49ZD,LGKO,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20
161,161,2021-10-19 21:01:29+00:00,2021-10-20 01:23:49+00:00,4070ec,EXS32TE,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20
162,162,2021-10-20 05:59:12+00:00,2021-10-20 06:55:06+00:00,4079d0,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20
163,163,2021-10-20 06:46:19+00:00,2021-10-20 07:12:42+00:00,407567,EZY652A,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20
164,164,2021-10-20 06:22:48+00:00,2021-10-20 07:15:47+00:00,406753,EZY596J,EGGD,EGPF,G-EZWB,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5224,U21948,L2J,Easyjet,EASY,EZY,U2,Easyjet Airline,,2012-08-07,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,20
165,165,2021-10-20 06:49:26+00:00,2021-10-20 07:26:20+00:00,4ca63a,EIN2EV,EIDW,EGPF,EI-DVG,AIRBUS,Airbus Industrie,A320-214,A320,3318,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2007-11-28,,,2007-01-01,,,2x CFM CFM56-5B4/3,False,False,False,,No ADS-B Emitter Category Information,20
166,166,2021-10-20 06:36:21+00:00,2021-10-20 07:31:19+00:00,4076cd,SHT6C,EGLL,EGPF,G-TTNJ,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2019-02-28,,,,,,,False,False,False,,,20
167,167,2021-10-20 07:52:00+00:00,2021-10-20 08:36:58+00:00,4010e9,EZY384Q,EGBB,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,20
168,168,2021-10-20 08:05:35+00:00,2021-10-20 09:13:42+00:00,484556,KLM1473,EHAM,EGPF,PH-BXY,BOEING,Boeing,737NG 8K2/W,B738,30372,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,20
169,169,2021-10-20 08:50:16+00:00,2021-10-20 09:16:58+00:00,40658a,CFE7327,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,20
170,170,2021-10-20 08:29:12+00:00,2021-10-20 09:27:09+00:00,407575,EZY787P,EGKK,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,20
