,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day,id_x,ident,type,name_x,latitude_deg,longitude_deg,elevation_ft,continent_x,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link_x,keywords_x,id_y,code,name_y,continent_y,wikipedia_link_y,keywords_y
45,45,2021-10-17 19:03:10+00:00,2021-10-18 00:37:57+00:00,40665e,TOM319F,,EGPF,G-TAWC,BOEING,Boeing Company,BOEING 737-8K5,B738,39922,,L2J,,TOMSON,TOM,,Thomson Airways,,2016-04-28,,,2012-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
46,46,2021-10-17 20:36:47+00:00,2021-10-18 01:01:29+00:00,407177,EXS15LP,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
47,47,2021-10-17 21:18:58+00:00,2021-10-18 01:39:12+00:00,4070ec,EXS32TE,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
48,48,2021-10-17 22:15:46+00:00,2021-10-18 03:28:53+00:00,406ae9,TOM3YB,LCLK,EGPF,G-TAWU,BOEING,Boeing Company,BOEING 737-8K5,B738,37263,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-04-22,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,No ADS-B Emitter Category Information,18,3980.0,LCLK,large_airport,Larnaca International Airport,34.875099,33.624901,8.0,AS,CY,CY-04,Larnaca,yes,LCLK,LCA,,http://www.cyprusairports.com.cy/showpage.php?PageID=2,https://en.wikipedia.org/wiki/Larnaca_International_Airport,Διεθνές Aεροδρόμιο Λάρνακας,302629,CY,Cyprus,AS,https://en.wikipedia.org/wiki/Cyprus,
49,49,2021-10-18 05:20:39+00:00,2021-10-18 05:39:24+00:00,400dc3,GMA01,,EGPF,G-SASD,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-151,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2006-01-04,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
50,50,2021-10-18 05:31:41+00:00,2021-10-18 06:30:43+00:00,406444,EZY368V,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
51,51,2021-10-18 06:04:03+00:00,2021-10-18 07:00:40+00:00,40799c,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
52,52,2021-10-18 06:43:09+00:00,2021-10-18 07:07:07+00:00,406015,EZY652A,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
53,53,2021-10-18 04:31:36+00:00,2021-10-18 07:09:25+00:00,48c229,RYR64TA,EPMO,EGPF,SP-RSK,BOEING,Boeing Aircraft Company,737-8AS,B738,44847,7137,L2J,Ryanair Sun,RYANAIR,RYR,FR,Ryanair,,2018-11-29,,,2018-08-01,2018-08-20,,2 x CFM56-7B26,False,False,False,,,18,2622.0,EPMO,medium_airport,Modlin Airport,52.451099,20.6518,341.0,EU,PL,PL-MZ,Warsaw,yes,EPMO,WMI,,http://modlinairport.pl/,https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport,Nowy Dwor Mazowiecki,302710,PL,Poland,EU,https://en.wikipedia.org/wiki/Poland,Lotniska Polski
54,54,2021-10-18 06:14:50+00:00,2021-10-18 07:12:07+00:00,406669,EZY596J,EGGD,EGPF,G-EZUO,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5052,,L2J,,EASY,EZY,,Easyjet Airline,,2012-04-04,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
55,55,2021-10-18 05:32:45+00:00,2021-10-18 07:18:38+00:00,3c6543,DLH960,EDDF,EGPF,D-AIJC,AIRBUS,Airbus Industrie,A320-271N,A20N,09581,,L2J,Lufthansa,LUFTHANSA,DLH,LH,,,,,,,,,,False,False,False,,,18,2212.0,EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Rhein-Main Air Base",302681,DE,Germany,EU,https://en.wikipedia.org/wiki/Germany,Flughäfen in Deutschland
56,56,2021-10-18 06:32:49+00:00,2021-10-18 07:30:43+00:00,407171,BZE07A,EGKB,EGPF,G-ZNTH,LEARJET,Learjet Inc,LEARJET 45 Learjet 75,LJ75,45-540,,L2J,,BRAZIL AIR,BZE,,Zenith Aviation Ltd,,2016-09-30,,,2016-01-01,,,2 x HONEYWELL TFE731-40BR-1B<br>,False,False,False,,Small (15500 to 75000 lbs),18,2428.0,EGKB,medium_airport,London Biggin Hill Airport,51.33079910279999,0.0324999988079,598.0,EU,GB,GB-ENG,London,no,EGKB,BQH,,http://www.bigginhillairport.com/,https://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,"LON, RAF Biggin Hill",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
57,57,2021-10-18 07:00:04+00:00,2021-10-18 07:34:26+00:00,4ca217,EIN2EV,EIDW,EGPF,EI-DEF,AIRBUS,Airbus Industrie,A320-214,A320,2256,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2004-09-02,,,2004-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,18,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
58,58,2021-10-18 07:45:20+00:00,2021-10-18 08:38:52+00:00,40780e,SHT6G,EGLL,EGPF,G-NEOY,,,,,,,,British Airways,SPEEDBIRD,BAW,BA,,,,,,,,,,False,False,False,,,18,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
59,59,2021-10-18 08:01:54+00:00,2021-10-18 09:01:55+00:00,406b91,EZY787P,EGKK,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
60,60,2021-10-18 08:11:12+00:00,2021-10-18 09:05:28+00:00,4010e9,EZY378A,EGGW,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,18,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
61,61,2021-10-18 07:59:00+00:00,2021-10-18 09:07:56+00:00,48418c,KLM1473,EHAM,EGPF,PH-BXR,BOEING,Boeing,737NG 9K2/W,B739,29601,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,18,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
62,62,2021-10-18 08:33:02+00:00,2021-10-18 09:29:12+00:00,407567,EZY624B,EGSS,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
63,63,2021-10-18 09:44:35+00:00,2021-10-18 10:11:28+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
64,64,2021-10-18 09:48:01+00:00,2021-10-18 10:30:05+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
65,65,2021-10-18 09:43:33+00:00,2021-10-18 10:43:38+00:00,400a7d,BAW2512,EGKK,EGPF,G-DBCB,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2188,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-05-29,,,2004-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,18,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
66,66,2021-10-18 10:25:04+00:00,2021-10-18 11:10:25+00:00,406015,EZY384Q,EGBB,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
67,67,2021-10-18 08:25:18+00:00,2021-10-18 11:16:45+00:00,49d3d5,TVL4422,LHBP,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),18,4296.0,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495.0,EU,HU,HU-PE,Budapest,yes,LHBP,BUD,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport",302693,HU,Hungary,EU,https://en.wikipedia.org/wiki/Hungary,Repülőterek Magyarország
68,68,2021-10-18 10:48:04+00:00,2021-10-18 11:21:27+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
69,69,2021-10-18 08:55:35+00:00,2021-10-18 11:25:17+00:00,48c126,RYR7673,EPWR,EGPF,SP-RKG,BOEING,Boeing,737-8AS (W),B738,44826,6860,L2J,Ryanair Ltd. - Ireland,RYANAIR,RYR,,Ryanair Sun,,,,,,,,CFMI CFM56-7B26,False,False,False,,,18,2638.0,EPWR,medium_airport,Copernicus Wrocław Airport,51.102699,16.885799,404.0,EU,PL,PL-DS,Wrocław,yes,EPWR,WRO,,http://www.airport.wroclaw.pl/en/index.php,https://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw,"Strachowice, Breslau",302710,PL,Poland,EU,https://en.wikipedia.org/wiki/Poland,Lotniska Polski
70,70,2021-10-18 10:34:19+00:00,2021-10-18 11:28:41+00:00,406753,EZY595Z,EGGD,EGPF,G-EZWB,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5224,U21948,L2J,Easyjet,EASY,EZY,U2,Easyjet Airline,,2012-08-07,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
71,71,2021-10-18 11:22:38+00:00,2021-10-18 11:44:36+00:00,406b91,EZY475,EGAA,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
72,72,2021-10-18 04:12:37+00:00,2021-10-18 11:50:21+00:00,8960d8,UAE27,OMDB,EGPF,A6-EBQ,BOEING,Boeing,777 36NER,B77W,33863,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,18,5235.0,OMDB,large_airport,Dubai International Airport,25.2527999878,55.3643989563,62.0,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,,http://www.dubaiairport.com/dia/english/home/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎,302618,AE,United Arab Emirates,AS,https://en.wikipedia.org/wiki/United_Arab_Emirates,"UAE,مطارات في الإمارات العربية المتحدة"
73,73,2021-10-18 11:35:09+00:00,2021-10-18 12:51:29+00:00,4401dc,EJU85RG,EHAM,EGPF,OE-IZQ,AIRBUS,,,A320,,,L2J,,,EJU,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),18,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
74,74,2021-10-18 10:05:41+00:00,2021-10-18 12:56:47+00:00,407177,EXS9FQ,LEPA,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),18,4035.0,LEPA,large_airport,Palma de Mallorca Airport,39.551701,2.73881,27.0,EU,ES,ES-PM,Palma De Mallorca,yes,LEPA,PMI,,https://www.aena.es/en/palma-de-mallorca.html,https://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,"Son Sant Joan Airport, LESJ",302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
75,75,2021-10-18 12:07:07+00:00,2021-10-18 13:05:20+00:00,407567,EZY658N,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
76,76,2021-10-18 12:40:15+00:00,2021-10-18 14:04:52+00:00,4010e9,EZY75GZ,LFPG,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,18,4185.0,LFPG,large_airport,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,yes,LFPG,CDG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport",302687,FR,France,EU,https://en.wikipedia.org/wiki/France,Aéroports de France
77,77,2021-10-18 13:14:09+00:00,2021-10-18 14:09:09+00:00,400980,SHT6R,EGLL,EGPF,G-EUUE,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1782,BA373,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2002-05-30,,,2002-01-01,2002-04-08,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,18,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
78,78,2021-10-18 13:53:00+00:00,2021-10-18 14:21:57+00:00,407277,CWY08H,EGAC,EGPF,G-NIAB,RAYTHEON,Beech Aircraft Corporation,BEECH 200C Super Kingair,BE20,BL-16,,L2T,,,,,Blue Sky Investments Ltd,,2016-12-20,,,1980-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-41&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,18,2387.0,EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15.0,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,,http://www.belfastcityairport.com/,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
79,79,2021-10-18 13:53:04+00:00,2021-10-18 15:07:51+00:00,485065,KLM55C,EHAM,EGPF,PH-EZZ,EMBRAER,Embraer,Embraer EMB-190 STD,E190,19000654,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,,18,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
80,80,2021-10-18 11:56:00+00:00,2021-10-18 15:31:17+00:00,40665e,TOM6AD,,EGPF,G-TAWC,BOEING,Boeing Company,BOEING 737-8K5,B738,39922,,L2J,,TOMSON,TOM,,Thomson Airways,,2016-04-28,,,2012-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
81,81,2021-10-18 12:41:37+00:00,2021-10-18 15:36:40+00:00,40717c,EXS13LM,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
82,82,2021-10-18 15:08:49+00:00,2021-10-18 16:11:56+00:00,40666d,EZY689J,EGKK,EGPF,G-EZUT,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5113,,L2J,,EASY,EZY,,Easyjet Airline,,2012-04-17,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
83,83,2021-10-18 15:41:53+00:00,2021-10-18 16:37:25+00:00,406c72,EZY359C,EGGD,EGPF,G-EZWZ,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6353,,L2J,,EASY,EZY,,Easyjet Airline,,2014-11-21,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
84,84,2021-10-18 16:07:51+00:00,2021-10-18 16:41:07+00:00,400dc3,GMA01B,EGPE,EGPF,G-SASD,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-151,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2006-01-04,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,18,2460.0,EGPE,medium_airport,Inverness Airport,57.54249954223633,-4.047500133514404,31.0,EU,GB,GB-SCT,Inverness,yes,EGPE,INV,,http://www.hial.co.uk/inverness-airport.html,https://en.wikipedia.org/wiki/Inverness_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
85,85,2021-10-18 12:05:15+00:00,2021-10-18 16:44:51+00:00,406ae9,TOM527,,EGPF,G-TAWU,BOEING,Boeing Company,BOEING 737-8K5,B738,37263,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-04-22,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,No ADS-B Emitter Category Information,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
86,86,2021-10-18 16:07:10+00:00,2021-10-18 17:03:59+00:00,40799c,CFE8724,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
87,87,2021-10-18 17:00:33+00:00,2021-10-18 17:26:33+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,18,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
88,88,2021-10-18 16:52:09+00:00,2021-10-18 17:49:58+00:00,406091,SHT6F,EGLL,EGPF,G-EUYE,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3912,,L2J,,SPEEDBIRD,BAW,,British Airways,,2009-06-05,,,2009-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,18,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
89,89,2021-10-18 17:01:30+00:00,2021-10-18 17:55:21+00:00,406b91,EZY108M,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,18,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
